"","GSM559619","GSM559623","GSM559624","GSM559628","GSM559616","GSM559617","GSM559618","GSM559620","GSM559621","GSM559622","GSM559625","GSM559626","GSM559627","GSM559629","GSM559630","GSM559631","GSM559632","GSM559633","GSM559634","GSM559635"
"RBM33",4.42815857142857,4.15866428571429,4.17071142857143,4.37591428571429,4.39909428571429,4.29475142857143,4.23706142857143,4.32802428571429,4.57093,4.42801142857143,4.13560571428571,4.65153857142857,4.72619428571429,4.08769714285714,4.91068714285714,4.49839142857143,4.57366714285714,4.63975142857143,4.35907714285714,4.07141571428571
"MIR31HG",2.32987,2.29891,2.32353,2.28207,2.26695,2.13735,2.31117,2.30688,2.29403,2.28684,2.77617,2.3794,2.30378,2.33688,2.53531,2.66742,2.24681,2.55731,2.25946,2.4007
"SPIN3",4.9664025,4.4340825,4.3758425,5.035835,4.6719825,6.25625,5.68974,5.837175,6.0341725,7.41713,4.8409575,4.953315,4.863825,5.1282625,6.8854025,6.5466875,5.2206875,4.901395,5.6698375,7.2753725
"TMTC4",4.95447,4.36865666666667,3.87829333333333,4.14804,5.60999333333333,4.04789,5.44924333333333,6.00966,4.39500666666667,5.35163666666667,5.78834,3.66044,4.53652,4.62553,4.88467666666667,5.03388666666667,5.36858666666667,4.29451666666667,5.76139,4.39328
"TMEM185A",6.03741,6.10436,6.444955,6.490855,6.709645,7.44651,5.92374,6.594965,6.0629,6.71345,5.57725,3.8181,5.79446,5.514755,6.830155,6.027615,6.33386,7.02406,6.35899,4.973095
"NBEAL1",4.77733,4.848935,5.483665,5.01676,5.01226,4.68704,4.754225,4.649215,5.26839,5.3472,4.45299,4.30116,4.63664,4.287975,4.655895,5.4744,4.254745,5.065385,4.36977,6.33087
"CDCP1",3.66734,3.063,3.06680333333333,3.19186333333333,3.89511333333333,3.42351,4.13502333333333,4.84795333333333,3.54919,3.31775,5.27996333333333,3.96621,3.80336,3.80593333333333,5.22036,3.70079333333333,4.93942333333333,4.12229333333333,4.13455666666667,3.78653333333333
"ULK2",6.0715225,6.436835,6.67503,7.051875,5.121545,5.5679275,4.998355,4.0103925,5.272675,6.48771,4.5481375,4.471785,4.53097,4.452205,5.80544,6.4765975,7.0402825,5.7105075,5.3661875,5.49066
"SLC4A8",3.0452975,3.1545375,3.2689325,2.994495,3.08208,3.8781775,3.4609275,3.355935,3.8135025,5.652765,3.961645,3.6094175,3.34978,4.1604125,4.6937275,3.8747425,5.1900725,5.93871,6.065995,4.66514
"SSH2",3.75844,4.0160375,4.06303,4.418,3.9746475,3.535645,3.6894475,3.7004875,3.5770025,3.602085,3.4760975,3.6977925,3.4084125,3.922675,3.68152,3.9691825,3.572335,3.963445,3.600365,4.3219
"C5orf58",2.61979,2.73483,2.62239333333333,2.69916333333333,2.71417,2.60351,2.7083,2.72075333333333,3.06532333333333,2.75989666666667,2.90117666666667,2.88781666666667,2.81655666666667,2.78159,2.63121,2.87789333333333,2.64633666666667,2.84089666666667,2.66995333333333,3.51285333333333
"PARP11",4.7105,4.55235,4.66106666666667,4.95152,3.99471666666667,4.99505,4.67893333333333,4.89169,5.70095333333333,4.09824,4.26346333333333,5.95883333333333,5.33249,5.19151,5.25342,5.27406333333333,4.04195333333333,4.79385,4.87713333333333,5.70067333333333
"CCDC60",2.05807,2.07947,1.99985,2.04779,2.12533,2.08953,2.17689,2.11287,2.11944,2.15035,2.67318,2.75466,2.13359,2.23385,2.07338,2.45428,2.08947,2.33159,2.17015,2.33376
"HSD17B12",4.6576375,4.780565,4.4619575,4.523145,4.396725,4.366635,4.7118275,4.54581,4.4923925,4.546145,4.80766,4.8416275,4.736715,4.2341475,4.4746275,4.76242,4.2999475,4.21371,4.3894325,4.6270775
"NLGN4Y",2.43618,2.539535,2.44391,2.504405,2.496895,3.471285,2.503905,2.47522,2.80723,2.583395,2.57299,2.665945,2.52426,2.53979,2.4513,2.501765,2.430925,2.554525,2.485955,2.866835
"MSRB3",5.651324,6.518238,6.11344,6.349562,3.732172,4.016378,5.4943,3.87976,5.058888,4.081718,4.26631,3.06799,3.251724,3.796012,5.172938,5.3369,4.42882,4.19722,4.099576,4.394488
"ADIG",2.403755,2.38379,2.378495,2.448155,2.459475,2.392175,2.446825,2.425,2.559215,2.4462,2.46515,2.547805,2.473905,2.723515,2.44352,2.81348,2.410195,2.87906,2.438385,2.591015
"CCSER2",5.07929,5.5256575,5.5373225,5.41924,5.484525,5.1456675,5.093045,5.596645,4.7891175,4.628715,5.3061825,4.81519,4.98392,4.904515,5.1184625,5.2932125,4.7653875,4.731015,4.53829,5.4258875
"RUFY2",3.95916714285714,3.98379142857143,3.78754,4.18038142857143,3.31406571428571,3.55209142857143,3.55135142857143,3.69471571428571,3.70519428571429,3.73399142857143,3.62420285714286,3.53664285714286,3.56558428571429,3.81278428571429,3.55921428571429,3.71909,3.68841,3.93294,3.46085714285714,4.12742714285714
"WDR78",3.873122,3.583138,3.364976,3.661464,3.883356,4.615254,3.894244,4.137502,3.911704,3.897066,3.69341,3.923416,3.834832,4.344014,4.51801,4.099688,4.339662,3.942104,3.635482,4.453078
"SUGT1P3",2.76139,2.569435,2.55597,2.58906,2.64943,2.88177,2.574585,2.59184,3.640555,2.74378,2.71705,2.79685,2.737555,2.72644,3.55888,3.97477,2.74386,3.608905,2.655075,4.698055
"MAATS1",2.73297875,2.43204625,2.70796375,2.7105125,2.63727625,3.73923375,2.5056225,3.0084475,3.16703,2.96098375,2.6737575,3.0730175,3.03049125,2.83025625,3.56002125,3.1882725,3.449665,3.70129375,2.7869875,4.538715
"SLC33A1",5.64111,6.0687725,5.32418,5.294435,6.229275,6.701485,5.4006825,5.5121575,5.3685075,6.636225,5.031515,5.9404675,5.974435,5.5980325,5.52595,5.67911,5.0346575,5.5897025,5.6309175,5.991105
"CLDND1",6.0102625,6.09599,5.140035,6.0253575,5.3427325,5.4454,5.6781625,5.1928575,5.9701625,6.24886,5.247075,4.571015,5.0748625,6.22221,5.6963425,6.0529425,5.38909,5.71389,5.637505,6.6831275
"OGDH",4.98025333333333,4.55825,4.84747333333333,4.5475,4.73022666666667,5.01982666666667,4.99868333333333,4.48475,3.72871666666667,4.72148333333333,4.86309,4.23795,4.11888,4.34347,3.02864,3.292,4.07030666666667,3.69227666666667,4.59877,3.68220666666667
"PHF21A",4.9578175,4.7914025,5.039505,4.7273575,5.0418525,4.8531125,5.063315,5.168975,4.600675,4.5935225,5.1900725,4.9581975,5.08889,4.601945,4.7911975,4.9059675,5.210495,4.6320375,5.134435,4.2672475
"GDAP2",4.70404,5.65136,4.88178,5.70201,9.445185,6.19535,5.86372,5.344035,5.12725,6.176355,5.159275,5.385875,5.69045,5.2467,5.582505,4.613695,5.34961,5.141475,4.521845,5.19624
"MCPH1",3.728,3.786512,3.936162,4.065588,3.52451,4.390058,3.785454,3.7738,3.598386,3.705732,3.67686,3.795798,3.696492,4.078176,3.86759,3.928222,3.790194,3.764004,3.645792,4.111264
"WFDC8",2.29902,2.29182333333333,2.29089333333333,2.32157666666667,2.34562666666667,2.29628,2.32398666666667,2.34231666666667,2.39096,2.40105333333333,2.37229,2.47906,2.3535,2.40580333333333,2.32035,2.32627666666667,2.29784,2.57399333333333,2.34468333333333,2.69692333333333
"ZMYND11",5.99666,6.256645,5.3613625,5.8607025,7.5411625,5.917975,5.83188,6.032705,5.862805,7.3055375,5.5406325,6.66697,7.191635,5.80893,5.540855,5.71315,5.5787575,5.4289325,5.6453225,5.48575
"ZNF446",4.249485,4.259405,4.480425,4.46247,4.229885,5.36235,4.44661,4.738555,4.683105,4.85855,4.79995,4.854755,4.678205,4.759295,4.802955,4.61321,6.004345,6.944375,5.36459,4.62246
"TWIST2",6.50063,6.35158,6.717,6.68041,3.615955,3.287065,4.956555,2.73031,6.07874,3.83015,4.240455,3.59087,3.564345,3.414565,5.040865,5.08642,4.355685,3.567995,4.345855,4.414515
"FAM53B",4.052755,3.94036,4.677125,3.967665,3.789935,3.24243,4.073155,3.60347,3.896775,3.47443,3.992575,5.30119,4.9709,4.061515,3.18118,3.980635,4.307535,4.525715,4.60713,3.61376
"GOLGA7",9.27567,9.9625,8.77503,9.427185,9.439525,9.97393,8.15036,8.07046,8.418845,10.32155,8.035415,7.96521,8.500735,8.512765,8.66466,8.32005,8.87571,7.1269,8.68359,5.12711
"SH3KBP1",9.20094666666667,9.86355,10.05042,10.4407133333333,8.19046666666667,6.75141,7.73553666666667,6.05849333333333,7.74296333333333,6.16204666666667,9.91438,9.02687333333333,9.42945,8.11424333333333,7.58065,8.37113,8.56080333333333,5.88358,7.69961,5.41066
"MBLAC1",3.7452,3.79487,3.70816,3.67721,3.80402,3.77832,3.68546,3.73595,3.77026,3.78346,3.78348,3.8074,4.82337,3.79801,3.79168,3.78506,3.74957,4.11741,3.81366,3.97463
"ZMYM3",5.28298666666667,4.85154333333333,4.85123666666667,4.98620666666667,5.34763,5.27645,5.00155666666667,5.32650666666667,5.14934,5.0101,5.57317666666667,5.18038333333333,5.34396,5.46771666666667,5.74459333333333,5.18917,5.70980333333333,5.13027,5.08959,5.29489
"CD300LB",3.386945,3.42242,3.41041,3.380465,3.4253,3.301485,3.926275,3.38375,3.60549,3.584205,3.536525,3.68891,3.46153,3.494515,3.417805,3.497275,3.36816,3.85993,3.439855,4.11252
"C3orf33",2.29936,2.31861,2.2738,2.29895,2.30869,3.10249,2.31209,2.34188,2.30757,2.55572,2.34874,2.53154,2.36744,2.33414,2.29145,2.32363,2.27345,2.31517,3.11416,2.4906
"ATP5S",4.74592428571429,5.31831142857143,5.15338571428571,5.43127571428571,4.52363857142857,4.76862857142857,4.59251571428571,4.56726714285714,4.51100714285714,5.42368571428571,4.78782142857143,4.51001285714286,4.74565714285714,5.18579714285714,5.14188857142857,4.79145857142857,5.35508571428571,4.74159285714286,3.81331857142857,4.52261428571429
"FAM126B",5.5850975,5.9488925,5.80661,6.530985,6.4939275,5.8426525,5.321805,5.76988,4.99303,6.53124,5.634045,4.9584875,5.58422,5.790175,4.5591075,4.734415,5.090255,5.433915,5.259425,4.1941975
"LYNX1",3.7457725,3.315915,3.86988,3.6848025,3.173275,3.3502975,4.008525,3.2694925,3.2647,3.02362,3.2460775,3.4759875,3.2100625,3.161975,3.2510825,3.5624825,3.0939325,3.4369325,3.2515225,4.081695
"SNX32",2.493405,2.61866,2.648575,2.53007,2.655085,2.508235,2.739335,2.714595,2.706555,2.56203,2.684285,3.09368,2.68303,2.6848,2.757915,2.69422,2.598845,3.21594,2.61189,4.933315
"TRIM73 /// TRIM74",4.102545,4.075145,4.72004,4.578915,5.224865,5.028725,4.539805,4.38769,4.717225,4.51236,4.57041,4.933725,4.59682,5.338255,4.46452,4.364725,4.682875,4.73729,4.52081,5.606315
"LOC554206",2.907725,3.04828,2.98477,2.91125,2.933915,3.209555,3.013235,2.8176,3.28441,3.211895,3.02948,3.162475,3.063985,3.0182,3.283865,3.391195,2.995885,3.09739,3.221215,4.74061
"C11orf53",2.21429,2.28478,2.34795,2.83816,2.32782,2.28206,2.35262,2.34148,2.38316,2.27814,2.53002,2.50935,2.38551,2.41903,2.36408,2.39442,2.65189,2.53345,2.40004,3.55003
"PLEKHS1",3.99555,3.192155,3.27063,2.91235,3.77112,4.82196,4.531765,4.70322,3.801685,3.454005,4.7571,5.00572,5.21755,5.742845,5.784375,3.930495,6.61965,4.807995,6.306215,4.370745
"TRMT44",3.43729666666667,3.30840666666667,3.46646,3.45794333333333,3.51968333333333,3.34005,3.46405333333333,3.46442,3.56633333333333,3.67604,3.45797666666667,3.98306666666667,3.62725,3.63095,3.43010333333333,3.75991,3.39402333333333,4.13003666666667,3.78091666666667,4.34394333333333
"MANEA",4.1882,4.596345,3.99233,4.463305,4.736945,3.519725,3.6528225,4.91526,4.0246625,4.475425,3.2871825,3.78938,3.9249775,4.2228625,4.25578,4.5064425,4.0613925,4.5548775,4.3598375,5.11718
"C5orf46",5.08992,3.72698,3.96762,3.45273,5.88251,4.23407,7.99955,5.68404,4.26038,4.35309,9.95859,6.22988,5.95786,3.42144,8.29615,5.9031,6.18585,4.84252,4.14489,5.09413
"IZUMO1",2.38984,2.40047,2.36795,2.35277,2.40497,2.36735,2.36831,2.41114,2.3954,2.37176,2.43425,2.40204,2.42143,2.4805,2.39479,2.48611,2.35217,2.54556,2.42636,2.63063
"SH3YL1",6.529335,6.057645,6.236855,6.361455,7.36799,7.47245,6.865715,6.77288,6.47322,6.96402,7.30862,7.48726,7.52377,6.786675,6.83593,7.369025,6.128805,6.276525,6.299405,5.231535
"PTPRO",6.39313,6.79084,6.66275666666667,6.21403,5.99494,6.55223333333333,6.68547333333333,6.79257333333333,6.15017666666667,6.76808666666667,5.93860666666667,6.90323666666667,6.74546666666667,5.79488,6.89546333333333,6.04729666666667,5.99731666666667,6.10914,6.23745666666667,5.97177
"GRIK1-AS1",2.38964,2.39947,2.34826,2.30605,2.3647,2.22494,2.39947,2.3818,2.68989,2.37085,2.58622,4.0926,2.39231,2.44127,2.37883,3.30501,2.3568,3.34649,2.33609,2.57382
"ICA1L",4.2366675,4.3050875,3.991665,4.269075,3.95385,3.9991525,3.79634,3.8033975,4.6200075,4.3786425,3.8605125,4.2237075,4.3862725,3.9880875,4.4208325,4.6528525,4.6981275,5.0312925,3.911575,6.3226225
"TMLHE",4.10425333333333,4.63029333333333,4.05670333333333,4.93624666666667,4.04036,4.00906666666667,3.76532666666667,4.13495333333333,4.04388,3.56438333333333,4.43340666666667,4.24562333333333,4.30748,3.81162666666667,4.31062,4.24572333333333,4.06110666666667,3.63373,3.77744,4.32011333333333
"MEI1",2.65063333333333,2.62402,2.57106333333333,2.63382333333333,2.66217,2.64259666666667,2.67339666666667,2.67968,3.06140333333333,2.70006333333333,2.73866666666667,2.98204333333333,2.71074333333333,3.54944,2.59827333333333,2.82518666666667,2.60202666666667,2.87741,2.99621,3.15444
"ZCCHC13",2.23998,2.17708,2.17621,2.23756,2.23681,2.24279,2.18295,2.20346,2.27126,2.24279,2.22952,2.24279,2.30247,2.29333,2.37205,2.24222,2.23114,2.44927,2.34198,2.42152
"KCNS2",2.79830666666667,2.48783,2.73535666666667,2.41379333333333,2.6814,2.57147666666667,2.78840333333333,2.70292,2.83509666666667,2.7115,2.87739,3.31063333333333,3.02684,3.09961333333333,2.9018,3.11211333333333,2.72043333333333,3.03254666666667,2.80365,3.97245
"ARHGEF10",5.5650625,6.293375,6.105265,5.92938,5.2565225,5.3303375,4.8968125,3.7990175,5.14828,4.950045,4.4689675,5.3062075,5.772975,4.75968,4.585675,4.9589725,4.9457475,4.4510375,4.6308325,4.4698175
"CCDC132",4.314735,4.2858925,4.1925725,4.31798,4.7108275,4.6094025,4.3181875,4.48069,4.5505,4.76652,4.3631325,4.4693525,4.7238275,4.590655,5.2288825,4.759215,4.372095,4.6580425,4.3593775,5.44929
"BC027448",2.88316,2.889845,2.726035,2.901815,3.078155,2.844995,2.88955,2.906545,3.166515,3.17099,3.455935,4.3603,3.399735,3.71684,2.890155,3.04728,2.80488,3.91752,2.93801,5.03582
"MGC45922",3.36859,3.33469,3.41115,3.43975,3.50854,3.24345,3.46878,3.47862,3.64122,3.4844,3.64316,4.3218,3.74349,3.72907,3.48638,4.92745,3.34201,3.59502,3.51535,4.16877
"LOC101929497",2.715325,2.689265,2.709765,2.73004,2.79172,2.62688,2.753165,2.758365,3.194985,2.80929,2.850265,3.2772,2.82724,3.02057,2.929135,4.114645,2.755695,3.89972,2.814365,4.46823
"BAALCOS",2.51374,2.36072,2.40499,2.40232,2.44731,2.375455,2.390555,2.393895,2.436855,2.34977,2.45495,2.67166,2.467115,2.52495,2.42408,2.82496,2.443185,2.635305,2.43561,2.74337
"CREBRF",6.81213,7.727482,6.8933,7.67227,5.425356,6.582552,6.379422,5.292206,6.972894,7.144996,5.169024,4.364324,4.823992,7.16312,6.020268,6.36646,5.785456,5.488036,5.991876,6.483744
"C1QTNF9 /// C1QTNF9B",2.82565,2.52621,3.37233,2.54832,2.53137,2.42524,2.54475,2.52585,4.50854,2.49715,2.60321,2.61825,2.59576,2.60784,3.94049,4.28467,2.48216,2.66859,2.52656,5.74274
"KATNAL2",3.036095,3.27533,3.549325,3.20814,4.346125,3.73992,2.874555,2.965995,3.061855,3.112525,3.058635,3.45775,3.60798,3.11805,3.675855,3.325305,3.007385,3.250065,2.98103,3.240955
"CTNNA3",2.78369,2.7426675,2.706465,2.7694125,2.787575,2.677325,2.718365,2.7886725,2.9110275,2.7432725,2.972485,3.01287,2.819945,2.8179875,2.950535,3.0231525,2.715865,3.48183,2.803955,4.3720575
"ZADH2",4.59811285714286,4.95872571428571,4.94074857142857,5.0461,5.23325285714286,5.90536428571429,4.57460285714286,4.40190428571429,4.62495,4.73060714285714,4.58891,4.35651714285714,4.79551571428571,4.65066571428571,5.20012285714286,4.92708428571429,5.63645285714286,4.33785571428571,4.65440285714286,4.68736714285714
"ITGAL",4.238765,5.449375,5.184115,3.803805,3.702195,5.46473,5.16469,4.65885,3.819845,4.559745,3.57967,4.67016,3.71417,6.93382,3.969345,4.35198,4.99522,4.18609,7.217325,4.39379
"COCH",5.23646666666667,5.77682,4.98721,5.07805333333333,9.18223333333333,4.44402,4.44255333333333,7.13121666666667,3.85071666666667,5.27922666666667,4.16491333333333,3.77114333333333,4.18390333333333,4.82855,3.79169333333333,4.02689666666667,3.98463,4.24062333333333,6.26821333333333,3.78304333333333
"ARL17A /// ARL17B /// LOC100294341",3.84659285714286,4.16435285714286,3.98637,3.83251571428571,4.82827714285714,4.85644857142857,3.50638142857143,3.94627571428571,4.80166285714286,4.18036,3.68368285714286,4.02572,3.96931142857143,4.06008428571429,4.55430571428571,4.73351714285714,4.23219428571429,4.74633857142857,4.67772285714286,5.19331285714286
"C1orf210",3.88794,3.71999,3.74853,3.80094,3.86606,6.29205,5.17982,3.95146,3.82157,4.22896,6.87831,4.68724,4.68015,4.13228,3.85343,3.93955,3.86922,3.8551,5.81244,4.06798
"ZNF638",7.327955,7.159335,6.99207,7.74299,7.35793,6.794495,6.936325,7.31278,7.383675,7.1409,6.64834,6.749155,7.209025,7.24166,7.564775,7.285475,7.22411,6.89449,7.17675,5.4359
"ZNF638 /// ZNF638-IT1",7.10809666666667,7.32567,7.14960333333333,7.41925,8.7095,7.61104333333333,7.13089666666667,7.86762666666667,7.05941,8.45157666666667,7.06920333333333,6.89677666666667,7.84739333333333,7.57834666666667,6.41420666666667,7.02818666666667,7.57075666666667,7.36816333333333,7.35033666666667,5.73451333333333
"STAG3L2 /// STAG3L3 /// TRIM73",6.29384,7.08442,6.87187,7.41706,7.83243,8.38832,5.6055,5.81343,6.88583,5.52092,5.23781,5.41991,6.39456,7.24579,5.92322,5.73376,6.80189,5.26504,6.28108,4.69012
"HP1BP3",8.191445,8.3071375,8.4062225,8.463885,9.4103225,8.419085,8.329555,7.78029,8.9677725,9.5015275,8.27738,9.036035,9.366825,8.6008375,8.4988275,8.906415,7.770635,8.53313,7.856665,7.63433
"CERS3",2.852665,2.792285,2.57378,2.622885,2.67298,2.68373,2.73024,2.701255,4.09263,2.74965,2.74461,3.187875,2.915805,2.895365,2.948445,2.779765,2.604875,2.85017,2.683085,4.826895
"PCNXL2",4.168694,4.055016,4.422656,4.04015,4.371068,4.494006,4.054944,3.690092,4.174086,3.466584,4.03093,4.331868,3.946836,4.700602,4.62525,4.108022,4.303304,4.283916,5.028726,4.095484
"DNAJC5B",2.421625,2.47786,2.469875,2.34435,2.599355,2.499785,2.496755,2.921395,2.693395,2.47959,2.55423,3.686605,2.87929,2.6232,2.75884,2.890185,2.434175,3.295615,2.544025,3.99921
"GPSM1",4.839205,4.476045,4.764415,4.519025,4.78062,4.796635,4.76199,4.3796,5.328895,4.97468,4.773415,4.52047,4.338115,4.35292,4.8355,4.76513,5.236485,4.82494,5.140145,4.498735
"FRYL",5.10462,5.41596166666667,5.018335,5.112955,5.38443833333333,5.199745,4.867785,5.2994,5.05829166666667,4.82154833333333,4.401485,4.63000833333333,4.70154833333333,5.38581833333333,4.6209,5.21434333333333,4.70596666666667,5.46873333333333,5.36020666666667,4.96535666666667
"KLHL29",3.738465,3.81631,3.75559,3.8225025,2.2422625,2.718925,3.087155,2.285245,3.8895675,2.789435,2.345005,2.535245,2.34771,2.4068475,3.02568,3.886175,2.8757325,2.38684,2.4180125,2.805835
"CKAP2",4.74791,4.50344666666667,4.45955666666667,4.49297666666667,5.23606333333333,4.96094666666667,4.94508,5.44435,4.40137,5.40431333333333,4.35312333333333,5.61949,5.77608,4.9575,4.92809333333333,4.52648333333333,5.02705333333333,4.45398666666667,4.97092333333333,4.60533
"MORN1",2.872735,2.81292,2.8335625,2.8855575,2.91034,2.8981925,2.9284575,3.1193875,3.085575,2.9141875,2.9442,3.0474075,2.994065,2.98014,3.0343375,3.4085225,2.80198,3.12149,2.9508575,3.874325
"CENPL",3.962845,4.154365,4.31483,4.338265,6.42898,5.060995,4.69636,4.871255,3.23004,6.35607,4.72574,5.369765,5.85917,4.648305,3.778015,3.22649,5.446825,4.310315,4.79997,4.683635
"ERAP2",4.836324,5.304462,3.603172,3.553654,3.202464,4.655372,4.210564,3.804824,3.153134,3.499114,2.973644,2.88139,2.673654,6.153558,5.23202,4.869968,4.843216,3.824378,5.304804,3.902146
"SSH1",5.5499075,5.6464075,5.961135,5.68864,5.5068575,5.6467225,5.619965,5.4859275,5.3744725,6.1845075,5.72682,5.678265,5.736885,5.25534,4.9795575,4.687085,5.36856,4.7397725,4.967965,4.526605
"SART3",5.3339025,5.56063,5.5897225,5.7899375,6.494185,6.1539975,5.414105,6.2865525,5.357445,6.60849,5.9060875,6.14727,6.503765,5.2538075,5.3366475,5.1306525,6.0917675,4.8482325,5.469795,3.878485
"FANCM",4.0232825,4.0336625,3.9281275,4.28536,4.08648,4.128455,3.892265,3.930665,4.19831,4.17699,3.7981525,4.165335,3.9410125,4.72011,4.542165,4.31579,3.9744975,4.2255075,3.92663,4.891995
"TRMT2B",3.771705,3.998285,4.335965,4.253165,4.23053,4.923765,4.04324,4.849235,2.874965,4.812995,4.53046,4.04236,4.20149,4.341225,2.91703,3.82959,4.45288,3.87044,4.582115,3.7049
"C9orf43",3.34608,3.3161,3.60612,3.37191,3.36728,3.34529,3.36922,3.61013,3.43058,3.43366,3.38683,3.54483,3.39197,3.41697,3.3051,3.39768,3.54231,3.44376,3.3218,5.33709
"CCRN4L",3.278175,3.462405,3.125885,3.74374,3.71687,3.855105,3.49914,3.497495,3.811785,3.672325,4.204855,3.933575,3.726295,3.603165,4.406745,3.37396,3.887745,4.11475,3.471965,4.7314
"HAVCR2",4.111675,4.55741,4.3920925,3.97336,3.51747,4.00471,4.0662175,3.8330425,3.42512,3.7827425,3.803165,3.2877775,3.2345625,4.15445,4.0575275,3.697285,4.0544275,3.46646,4.046455,3.4806875
"FLJ25758",2.49437,2.49773,2.48592,2.50745,2.51801,2.48881,2.48306,2.42824,2.76113,2.50754,3.30175,3.37138,2.53699,2.4885,2.40198,2.52635,2.43532,2.60685,2.49698,3.51588
"TRIM4",5.72759,5.313135,5.3943625,5.172115,6.83733,6.112855,5.5669075,6.64999,6.5529775,6.1785575,5.7189675,5.7759225,6.235285,5.613085,6.10772,6.5574,5.1663825,6.4095375,5.779555,5.8037
"FAM160B1",5.835345,5.91666,6.068815,6.209215,5.101305,5.512845,5.82463,5.754235,5.7593,4.790945,5.78057,5.535285,5.662045,5.676305,5.93848,6.01269,5.794055,5.304075,5.35701,4.81069
"HERC3 /// LOC101929134",3.186545,3.54999,3.07884,3.202815,3.25517,3.088435,3.21217,3.22748,4.11171,3.410515,3.216545,3.439925,3.659895,3.27716,4.204015,3.5102,3.22985,3.446075,3.160705,4.256175
"UHRF1BP1L",3.90589,4.1601925,3.929105,4.01058,4.068115,4.0547825,3.52269,4.38664,3.658095,4.396135,3.7472025,3.6364075,3.8058925,3.898195,4.0056925,3.9583875,4.0373725,4.262845,4.24444,4.73137
"TTBK2",3.47482285714286,3.77994714285714,3.94462285714286,3.90314714285714,3.25050428571429,3.50340285714286,3.37055714285714,3.18733571428571,3.50096571428571,3.54139142857143,3.14077428571429,3.27556857142857,3.43389285714286,3.43601857142857,3.61227857142857,3.67111571428571,3.42822571428571,3.52505428571429,3.37288714285714,4.31823857142857
"CYP19A1",2.80037285714286,3.13404428571429,2.76136571428571,2.72937428571429,2.77884857142857,2.65489714285714,2.77243285714286,2.72567428571429,3.03097,2.72542428571429,2.89965714285714,3.46394142857143,3.39231285714286,2.91266428571429,2.82011714285714,3.17910285714286,2.67663428571429,3.18975857142857,2.78548142857143,3.67213142857143
